location,currency,month,exchange_rate_to_INR,accommodation_type,travel_purpose,traveler_type,tags,average_days,hotel_cost_on_season_INR,hotel_cost_off_season_INR,hotel_cost_on_season_local,hotel_cost_off_season_local,transport_options,transport_cost_on_season_INR,transport_cost_off_season_INR,transport_cost_on_season_local,transport_cost_off_season_local,extra_expenses_INR,extra_expenses_local,total_budget_on_season_INR,total_budget_off_season_INR
Tokyo,JPY,July,0.55,Resort,Business,Business Traveler,"family, solo",4,15942.0,14347.8,28985.45,26086.91,Bus,10108.0,9097.2,18378.18,16540.36,3568.69,6488.53,29618.69,27013.69
Cape Town,ZAR,April,4.5,Airbnb,Leisure,Backpacker,cultural,14,17967.0,16170.3,3992.67,3593.4,Flight,5623.0,5060.7,1249.56,1124.6,1247.96,277.32,24837.96,22478.96
London,GBP,November,105.0,Hostel,Leisure,Backpacker,"adventure, family",7,13788.0,12409.2,131.31,118.18,Bus,5063.0,4556.7,48.22,43.4,2316.42,22.06,21167.42,19282.32
Singapore,SGD,July,62.0,Resort,Pilgrimage,Business Traveler,"family, adventure",6,3262.0,2935.8,52.61,47.35,Car Rental,9677.0,8709.3,156.08,140.47,4947.22,79.79,17886.22,16592.32
Jaipur,INR,October,1.0,Resort,Pilgrimage,Family Traveler,"family, cultural, solo",6,16951.0,15255.9,16951.0,15255.9,Car Rental,3224.0,2901.6,3224.0,2901.6,6480.58,6480.58,26655.58,24638.08
Rishikesh,INR,March,1.0,Hotel,Adventure,Luxury Traveler,family,10,17733.0,15959.7,17733.0,15959.7,Car Rental,12614.0,11352.6,12614.0,11352.6,3990.11,3990.11,34337.11,31302.41
Barcelona,EUR,September,90.0,Resort,Adventure,Family Traveler,"romantic, adventure",11,4957.2,5248.8,55.08,58.32,Bus,9011.7,9541.8,100.13,106.02,8066.57,89.63,22035.47,22857.17
Rome,EUR,July,90.0,Hostel,Business,Business Traveler,"family, solo, adventure",12,15539.0,13985.1,172.66,155.39,Flight,3151.0,2835.9,35.01,31.51,6430.36,71.45,25120.36,23251.36
Tokyo,JPY,June,0.55,Hotel,Business,Business Traveler,"solo, family, adventure",12,4236.0,3177.0,7701.82,5776.36,Car Rental,1881.6,1411.2,3421.09,2565.82,3452.12,6276.58,9569.720000000001,8040.32
Rishikesh,INR,March,1.0,Resort,Business,Business Traveler,adventure,3,16708.0,15037.2,16708.0,15037.2,Bus,11981.0,10782.9,11981.0,10782.9,1508.07,1508.07,30197.07,27328.17
Tokyo,JPY,April,0.55,Hotel,Adventure,Backpacker,"solo, cultural",3,7912.0,7120.8,14385.45,12946.91,Bus,11695.0,10525.5,21263.64,19137.27,3947.28,7176.87,23554.28,21593.58
Jaipur,INR,July,1.0,Hostel,Business,Family Traveler,"cultural, adventure, family",5,16284.0,14655.6,16284.0,14655.6,Flight,1615.0,1453.5,1615.0,1453.5,4921.72,4921.72,22820.72,21030.82
Barcelona,EUR,July,90.0,Resort,Adventure,Business Traveler,"adventure, romantic, family",9,11961.0,10764.9,132.9,119.61,Train,13592.0,12232.8,151.02,135.92,1716.75,19.07,27269.75,24714.45
Rome,EUR,June,90.0,Hotel,Leisure,Luxury Traveler,"solo, romantic",7,4965.6,3724.2,55.17,41.38,Flight,10579.2,7934.4,117.55,88.16,1681.86,18.69,17226.66,13340.46
Bangkok,THB,April,2.4,Resort,Business,Backpacker,"solo, cultural",3,2735.0,2461.5,1139.58,1025.62,Car Rental,6145.0,5530.5,2560.42,2304.38,1452.19,605.08,10332.19,9444.19
Bangkok,THB,January,2.4,Hostel,Business,Business Traveler,"cultural, adventure",13,7781.75,8239.5,3242.4,3433.12,Train,11087.4,11739.6,4619.75,4891.5,4399.27,1833.03,23268.42,24378.37
Istanbul,EUR,October,90.0,Resort,Leisure,Business Traveler,"cultural, adventure",6,6649.0,5984.1,73.88,66.49,Train,1779.0,1601.1,19.77,17.79,4353.71,48.37,12781.71,11938.91
Manali,INR,July,1.0,Hostel,Pilgrimage,Backpacker,cultural,13,10858.0,9772.2,10858.0,9772.2,Train,5422.0,4879.8,5422.0,4879.8,6883.81,6883.81,23163.81,21535.81
London,GBP,October,105.0,Airbnb,Pilgrimage,Family Traveler,"cultural, adventure, solo",6,6082.0,5473.8,57.92,52.13,Train,8116.0,7304.4,77.3,69.57,7416.51,70.63,21614.51,20194.71
Singapore,SGD,September,62.0,Hotel,Business,Backpacker,"adventure, cultural, romantic",6,7246.25,7672.5,116.88,123.75,Bus,7576.05,8021.7,122.19,129.38,6608.13,106.58,21430.43,22302.33
Bangkok,THB,June,2.4,Airbnb,Business,Backpacker,"cultural, family, romantic",13,14520.0,10890.0,6050.0,4537.5,Train,4602.0,3451.5,1917.5,1438.12,3867.61,1611.5,22989.61,18209.11
Sydney,AUD,August,55.0,Airbnb,Adventure,Luxury Traveler,"solo, family",10,15144.0,13629.6,275.35,247.81,Flight,6785.0,6106.5,123.36,111.03,6043.92,109.89,27972.92,25780.02
Cape Town,ZAR,December,4.5,Airbnb,Pilgrimage,Business Traveler,romantic,12,15867.6,11900.7,3526.13,2644.6,Train,12855.6,9641.7,2856.8,2142.6,2550.82,566.85,31274.02,24093.22
Cape Town,ZAR,March,4.5,Resort,Adventure,Business Traveler,"solo, adventure, cultural",8,5330.0,4797.0,1184.44,1066.0,Bus,6855.0,6169.5,1523.33,1371.0,5119.0,1137.56,17304.0,16085.5
Istanbul,EUR,May,90.0,Airbnb,Adventure,Family Traveler,"romantic, cultural, solo",8,8211.6,6158.7,91.24,68.43,Train,13035.6,9776.7,144.84,108.63,1341.73,14.91,22588.93,17277.13
Barcelona,EUR,August,90.0,Hotel,Leisure,Budget Traveler,family,9,7290.0,6561.0,81.0,72.9,Bus,7658.0,6892.2,85.09,76.58,5322.52,59.14,20270.52,18775.72
Cape Town,ZAR,November,4.5,Resort,Adventure,Backpacker,"romantic, family, cultural",3,10170.0,9153.0,2260.0,2034.0,Train,5152.0,4636.8,1144.89,1030.4,3440.76,764.61,18762.76,17230.56
Jaipur,INR,February,1.0,Airbnb,Business,Family Traveler,adventure,13,3311.6,3506.4,3311.6,3506.4,Car Rental,11445.25,12118.5,11445.25,12118.5,2586.13,2586.13,17342.98,18211.03
Cape Town,ZAR,September,4.5,Airbnb,Adventure,Budget Traveler,"cultural, family, adventure",8,11377.25,12046.5,2528.28,2677.0,Car Rental,6694.6,7088.4,1487.69,1575.2,5139.44,1142.1,23211.29,24274.34
Rishikesh,INR,October,1.0,Hotel,Leisure,Luxury Traveler,adventure,13,6413.0,5771.7,6413.0,5771.7,Train,9246.0,8321.4,9246.0,8321.4,7350.15,7350.15,23009.15,21443.25
New York,USD,April,83.0,Airbnb,Leisure,Backpacker,"family, adventure, cultural",7,12215.0,10993.5,147.17,132.45,Bus,3649.0,3284.1,43.96,39.57,954.55,11.5,16818.55,15232.15
Manali,INR,January,1.0,Hostel,Adventure,Luxury Traveler,"family, adventure, romantic",13,12166.9,12882.6,12166.9,12882.6,Flight,10644.55,11270.7,10644.55,11270.7,1437.2,1437.2,24248.65,25590.5
Bangkok,THB,July,2.4,Resort,Pilgrimage,Luxury Traveler,"romantic, solo, cultural",5,16047.0,14442.3,6686.25,6017.62,Bus,4057.0,3651.3,1690.42,1521.38,3878.92,1616.22,23982.92,21972.52
Bangkok,THB,April,2.4,Resort,Adventure,Backpacker,"romantic, solo, family",6,2018.0,1816.2,840.83,756.75,Car Rental,2910.0,2619.0,1212.5,1091.25,6077.89,2532.45,11005.89,10513.09
Kerala,INR,June,1.0,Hostel,Business,Family Traveler,"romantic, family, adventure",9,9049.2,6786.9,9049.2,6786.9,Flight,15850.8,11888.1,15850.8,11888.1,3477.29,3477.29,28377.29,22152.29
Kerala,INR,July,1.0,Hostel,Leisure,Business Traveler,"adventure, cultural",3,17775.0,15997.5,17775.0,15997.5,Flight,4690.0,4221.0,4690.0,4221.0,5152.14,5152.14,27617.14,25370.64
Cape Town,ZAR,April,4.5,Hotel,Adventure,Family Traveler,solo,7,19294.0,17364.6,4287.56,3858.8,Train,6109.0,5498.1,1357.56,1221.8,6465.5,1436.78,31868.5,29328.2
Manali,INR,March,1.0,Resort,Business,Business Traveler,cultural,8,7880.0,7092.0,7880.0,7092.0,Train,14446.0,13001.4,14446.0,13001.4,3767.06,3767.06,26093.06,23860.46
Paris,EUR,November,90.0,Hostel,Pilgrimage,Luxury Traveler,"adventure, family",14,13647.0,12282.3,151.63,136.47,Flight,12213.0,10991.7,135.7,122.13,2651.82,29.46,28511.82,25925.82
Barcelona,EUR,February,90.0,Hostel,Business,Budget Traveler,cultural,13,5342.25,5656.5,59.36,62.85,Bus,6626.6,7016.4,73.63,77.96,7730.0,85.89,19698.85,20402.9
Leh,INR,September,1.0,Resort,Adventure,Backpacker,"romantic, cultural",8,7582.0,8028.0,7582.0,8028.0,Train,3498.6,3704.4,3498.6,3704.4,4054.99,4054.99,15135.59,15787.39
Sydney,AUD,April,55.0,Resort,Pilgrimage,Luxury Traveler,"adventure, cultural, romantic",3,14245.0,12820.5,259.0,233.1,Car Rental,5604.0,5043.6,101.89,91.7,1704.78,31.0,21553.78,19568.88
Jaipur,INR,February,1.0,Airbnb,Leisure,Backpacker,"solo, cultural",15,8299.4,8787.6,8299.4,8787.6,Car Rental,1302.2,1378.8,1302.2,1378.8,1716.32,1716.32,11317.92,11882.72
Barcelona,EUR,April,90.0,Resort,Business,Backpacker,"cultural, solo",4,16978.0,15280.2,188.64,169.78,Bus,7997.0,7197.3,88.86,79.97,4435.96,49.29,29410.96,26913.46
Rome,EUR,October,90.0,Resort,Pilgrimage,Budget Traveler,romantic,6,9405.0,8464.5,104.5,94.05,Flight,1527.0,1374.3,16.97,15.27,1634.03,18.16,12566.03,11472.83
Tokyo,JPY,April,0.55,Airbnb,Adventure,Business Traveler,"adventure, cultural, family",15,4846.0,4361.4,8810.91,7929.82,Car Rental,13117.0,11805.3,23849.09,21464.18,5555.45,10100.82,23518.45,21722.15
Cape Town,ZAR,July,4.5,Resort,Business,Backpacker,"solo, adventure, family",11,6762.0,6085.8,1502.67,1352.4,Flight,13800.0,12420.0,3066.67,2760.0,1762.97,391.77,22324.97,20268.77
Leh,INR,May,1.0,Airbnb,Pilgrimage,Budget Traveler,solo,5,15600.0,11700.0,15600.0,11700.0,Car Rental,12717.6,9538.2,12717.6,9538.2,3795.71,3795.71,32113.31,25033.91
Jaipur,INR,September,1.0,Hotel,Business,Luxury Traveler,romantic,13,2743.8,2905.2,2743.8,2905.2,Train,2874.7,3043.8,2874.7,3043.8,3899.5,3899.5,9518.0,9848.5
Kerala,INR,June,1.0,Airbnb,Pilgrimage,Business Traveler,"romantic, adventure",6,4382.4,3286.8,4382.4,3286.8,Car Rental,15098.4,11323.8,15098.4,11323.8,7431.32,7431.32,26912.12,22041.92
London,GBP,December,105.0,Hotel,Pilgrimage,Budget Traveler,family,14,22777.2,17082.9,216.93,162.69,Car Rental,13728.0,10296.0,130.74,98.06,3970.9,37.82,40476.1,31349.8
London,GBP,February,105.0,Hotel,Adventure,Luxury Traveler,cultural,10,14942.15,15821.1,142.31,150.68,Bus,12439.75,13171.5,118.47,125.44,7154.14,68.13,34536.04,36146.74
Leh,INR,May,1.0,Airbnb,Business,Business Traveler,cultural,15,7048.8,5286.6,7048.8,5286.6,Bus,9296.4,6972.3,9296.4,6972.3,4838.08,4838.08,21183.28,17096.98
Tokyo,JPY,June,0.55,Hostel,Pilgrimage,Luxury Traveler,"cultural, family",11,21614.4,16210.8,39298.91,29474.18,Car Rental,8626.8,6470.1,15685.09,11763.82,4532.68,8241.24,34773.88,27213.58
Cape Town,ZAR,October,4.5,Resort,Adventure,Luxury Traveler,family,7,8566.0,7709.4,1903.56,1713.2,Train,5733.0,5159.7,1274.0,1146.6,5446.74,1210.39,19745.74,18315.84
Cape Town,ZAR,October,4.5,Hostel,Pilgrimage,Family Traveler,cultural,3,3672.0,3304.8,816.0,734.4,Car Rental,14516.0,13064.4,3225.78,2903.2,1105.14,245.59,19293.14,17474.34
Kerala,INR,November,1.0,Hostel,Adventure,Luxury Traveler,adventure,6,12154.0,10938.6,12154.0,10938.6,Train,9110.0,8199.0,9110.0,8199.0,2402.14,2402.14,23666.14,21539.74
London,GBP,May,105.0,Airbnb,Leisure,Backpacker,"romantic, cultural, adventure",15,6532.8,4899.6,62.22,46.66,Flight,1936.8,1452.6,18.45,13.83,3126.82,29.78,11596.42,9479.02
New York,USD,June,83.0,Hostel,Leisure,Luxury Traveler,solo,15,10437.6,7828.2,125.75,94.32,Train,2910.0,2182.5,35.06,26.3,6527.24,78.64,19874.84,16537.94
Manali,INR,November,1.0,Hotel,Adventure,Business Traveler,"romantic, cultural",10,16440.0,14796.0,16440.0,14796.0,Bus,8722.0,7849.8,8722.0,7849.8,3081.26,3081.26,28243.26,25727.06
Singapore,SGD,March,62.0,Airbnb,Leisure,Business Traveler,"cultural, romantic, family",15,7662.0,6895.8,123.58,111.22,Train,14954.0,13458.6,241.19,217.07,1139.26,18.38,23755.26,21493.66
Rishikesh,INR,October,1.0,Hotel,Leisure,Budget Traveler,cultural,14,5413.0,4871.7,5413.0,4871.7,Train,13309.0,11978.1,13309.0,11978.1,6986.59,6986.59,25708.59,23836.39
London,GBP,March,105.0,Hostel,Business,Budget Traveler,"adventure, family",3,15242.0,13717.8,145.16,130.65,Car Rental,5991.0,5391.9,57.06,51.35,6196.83,59.02,27429.83,25306.53
Manali,INR,September,1.0,Resort,Business,Backpacker,"solo, adventure",13,4299.3,4552.2,4299.3,4552.2,Flight,12370.05,13097.7,12370.05,13097.7,7352.24,7352.24,24021.59,25002.14
Manali,INR,September,1.0,Resort,Business,Budget Traveler,"solo, cultural, romantic",14,10803.5,11439.0,10803.5,11439.0,Car Rental,8426.9,8922.6,8426.9,8922.6,7110.27,7110.27,26340.67,27471.87
Manali,INR,December,1.0,Hotel,Business,Family Traveler,cultural,15,4154.4,3115.8,4154.4,3115.8,Bus,10900.8,8175.6,10900.8,8175.6,2273.25,2273.25,17328.45,13564.65
Bangkok,THB,October,2.4,Resort,Adventure,Family Traveler,"romantic, adventure",3,11461.0,10314.9,4775.42,4297.88,Train,8227.0,7404.3,3427.92,3085.12,2739.64,1141.52,22427.64,20458.84
Paris,EUR,May,90.0,Airbnb,Adventure,Family Traveler,"family, romantic, cultural",12,6744.0,5058.0,74.93,56.2,Bus,6480.0,4860.0,72.0,54.0,3459.78,38.44,16683.78,13377.78
Rishikesh,INR,September,1.0,Hostel,Adventure,Luxury Traveler,"family, romantic, solo",14,6046.9,6402.6,6046.9,6402.6,Car Rental,2550.0,2700.0,2550.0,2700.0,4510.39,4510.39,13107.29,13612.99
Rome,EUR,April,90.0,Hostel,Pilgrimage,Backpacker,"cultural, romantic, solo",13,15923.0,14330.7,176.92,159.23,Bus,5417.0,4875.3,60.19,54.17,8038.69,89.32,29378.69,27244.69
Singapore,SGD,September,62.0,Hostel,Pilgrimage,Luxury Traveler,"solo, adventure",14,12899.6,13658.4,208.06,220.3,Car Rental,8153.2,8632.8,131.5,139.24,4334.05,69.9,25386.85,26625.25
Bangkok,THB,May,2.4,Hotel,Business,Family Traveler,"romantic, family",8,4568.4,3426.3,1903.5,1427.63,Train,14185.2,10638.9,5910.5,4432.88,2606.13,1085.89,21359.73,16671.33
Goa,INR,May,1.0,Hotel,Adventure,Budget Traveler,family,13,10183.2,7637.4,10183.2,7637.4,Bus,3495.6,2621.7,3495.6,2621.7,1729.43,1729.43,15408.23,11988.53
Manali,INR,January,1.0,Resort,Adventure,Luxury Traveler,romantic,15,4943.6,5234.4,4943.6,5234.4,Car Rental,7867.6,8330.4,7867.6,8330.4,6264.11,6264.11,19075.31,19828.91
Kerala,INR,September,1.0,Hotel,Adventure,Family Traveler,"solo, adventure, family",5,15024.6,15908.4,15024.6,15908.4,Car Rental,12250.2,12970.8,12250.2,12970.8,3240.67,3240.67,30515.47,32119.87
Sydney,AUD,January,55.0,Airbnb,Adventure,Backpacker,romantic,12,12375.15,13103.1,225.0,238.24,Car Rental,12683.7,13429.8,230.61,244.18,7169.95,130.36,32228.8,33702.85
Cape Town,ZAR,March,4.5,Resort,Pilgrimage,Budget Traveler,romantic,7,9881.0,8892.9,2195.78,1976.2,Train,3960.0,3564.0,880.0,792.0,7706.68,1712.6,21547.68,20163.58
Istanbul,EUR,March,90.0,Airbnb,Business,Family Traveler,"cultural, family",3,2025.0,1822.5,22.5,20.25,Bus,10444.0,9399.6,116.04,104.44,6464.17,71.82,18933.17,17686.27
Sydney,AUD,February,55.0,Airbnb,Business,Family Traveler,adventure,9,2108.0,2232.0,38.33,40.58,Flight,6775.35,7173.9,123.19,130.43,4158.85,75.62,13042.2,13564.75
Rishikesh,INR,December,1.0,Hostel,Business,Luxury Traveler,"romantic, adventure, cultural",13,3468.0,2601.0,3468.0,2601.0,Flight,12962.4,9721.8,12962.4,9721.8,7122.92,7122.92,23553.32,19445.72
Bangkok,THB,October,2.4,Hostel,Adventure,Family Traveler,"cultural, solo, family",6,4867.0,4380.3,2027.92,1825.13,Flight,8467.0,7620.3,3527.92,3175.12,1188.77,495.32,14522.77,13189.37
Leh,INR,June,1.0,Hostel,Pilgrimage,Family Traveler,romantic,12,21066.0,15799.5,21066.0,15799.5,Bus,7628.4,5721.3,7628.4,5721.3,1797.23,1797.23,30491.63,23318.03
Kerala,INR,October,1.0,Resort,Adventure,Family Traveler,"romantic, family",11,4859.0,4373.1,4859.0,4373.1,Train,11232.0,10108.8,11232.0,10108.8,8018.41,8018.41,24109.41,22500.31
Barcelona,EUR,March,90.0,Hotel,Adventure,Luxury Traveler,"solo, family",4,8707.0,7836.3,96.74,87.07,Bus,4341.0,3906.9,48.23,43.41,3788.88,42.1,16836.88,15532.08
Rishikesh,INR,June,1.0,Hotel,Adventure,Budget Traveler,cultural,4,6722.4,5041.8,6722.4,5041.8,Flight,2913.6,2185.2,2913.6,2185.2,7301.64,7301.64,16937.64,14528.64
Paris,EUR,November,90.0,Hostel,Business,Family Traveler,"adventure, solo, family",13,16406.0,14765.4,182.29,164.06,Train,2296.0,2066.4,25.51,22.96,7954.61,88.38,26656.61,24786.41
Leh,INR,March,1.0,Hotel,Leisure,Budget Traveler,family,10,19349.0,17414.1,19349.0,17414.1,Car Rental,5591.0,5031.9,5591.0,5031.9,6918.31,6918.31,31858.31,29364.31
Rome,EUR,April,90.0,Resort,Pilgrimage,Business Traveler,"family, cultural",4,4384.0,3945.6,48.71,43.84,Car Rental,11698.0,10528.2,129.98,116.98,4980.1,55.33,21062.1,19453.9
Dubai,AED,July,22.5,Airbnb,Pilgrimage,Business Traveler,family,10,15102.0,13591.8,671.2,604.08,Bus,5110.0,4599.0,227.11,204.4,6602.16,293.43,26814.16,24792.96
Leh,INR,December,1.0,Airbnb,Pilgrimage,Backpacker,"cultural, solo, adventure",11,13350.0,10012.5,13350.0,10012.5,Car Rental,2401.2,1800.9,2401.2,1800.9,1572.56,1572.56,17323.76,13385.96
Jaipur,INR,June,1.0,Hostel,Pilgrimage,Budget Traveler,"family, romantic, adventure",6,16966.8,12725.1,16966.8,12725.1,Flight,9062.4,6796.8,9062.4,6796.8,7248.09,7248.09,33277.28999999999,26769.99
Singapore,SGD,July,62.0,Hostel,Adventure,Family Traveler,"cultural, romantic",14,17962.0,16165.8,289.71,260.74,Car Rental,11230.0,10107.0,181.13,163.02,5284.81,85.24,34476.81,31557.61
Sydney,AUD,May,55.0,Hostel,Pilgrimage,Backpacker,"cultural, adventure",13,17661.6,13246.2,321.12,240.84,Train,17058.0,12793.5,310.15,232.61,3901.91,70.94,38621.50999999999,29941.61
Sydney,AUD,August,55.0,Hotel,Leisure,Budget Traveler,"adventure, solo",11,14697.0,13227.3,267.22,240.5,Flight,2844.0,2559.6,51.71,46.54,7618.81,138.52,25159.81,23405.71
Paris,EUR,May,90.0,Hostel,Adventure,Business Traveler,"family, solo",5,10228.8,7671.6,113.65,85.24,Flight,17683.2,13262.4,196.48,147.36,3544.21,39.38,31456.21,24478.21
Jaipur,INR,September,1.0,Hotel,Pilgrimage,Luxury Traveler,solo,13,5938.1,6287.4,5938.1,6287.4,Flight,2485.4,2631.6,2485.4,2631.6,6933.05,6933.05,15356.55,15852.05
Sydney,AUD,July,55.0,Hotel,Leisure,Family Traveler,"adventure, solo",15,16453.0,14807.7,299.15,269.23,Flight,4093.0,3683.7,74.42,66.98,4866.94,88.49,25412.94,23358.34
London,GBP,June,105.0,Resort,Pilgrimage,Business Traveler,"adventure, family, romantic",11,12157.2,9117.9,115.78,86.84,Flight,3021.6,2266.2,28.78,21.58,2993.72,28.51,18172.52,14377.82
Tokyo,JPY,August,0.55,Hotel,Leisure,Luxury Traveler,romantic,7,2294.0,2064.6,4170.91,3753.82,Train,11705.0,10534.5,21281.82,19153.64,4675.33,8500.6,18674.33,17274.43
Paris,EUR,November,90.0,Resort,Business,Luxury Traveler,"family, solo, cultural",3,9369.0,8432.1,104.1,93.69,Car Rental,12189.0,10970.1,135.43,121.89,6179.91,68.67,27737.91,25582.11
Paris,EUR,February,90.0,Airbnb,Leisure,Business Traveler,solo,3,2853.45,3021.3,31.7,33.57,Bus,6881.6,7286.4,76.46,80.96,1259.27,13.99,10994.32,11566.97
Bangkok,THB,September,2.4,Hostel,Pilgrimage,Budget Traveler,"cultural, romantic, family",13,13816.75,14629.5,5756.98,6095.62,Train,12317.35,13041.9,5132.23,5434.12,7389.68,3079.03,33523.78,35061.08
Bangkok,THB,February,2.4,Hotel,Adventure,Family Traveler,family,11,12584.25,13324.5,5243.44,5551.88,Car Rental,1757.8,1861.2,732.42,775.5,3183.98,1326.66,17526.03,18369.68
Sydney,AUD,March,55.0,Hostel,Adventure,Backpacker,"solo, adventure, cultural",4,19735.0,17761.5,358.82,322.94,Car Rental,4455.0,4009.5,81.0,72.9,2085.83,37.92,26275.83,23856.83
Istanbul,EUR,January,90.0,Airbnb,Business,Luxury Traveler,"cultural, family, romantic",7,10693.0,11322.0,118.81,125.8,Car Rental,11892.35,12591.9,132.14,139.91,6005.34,66.73,28590.69,29919.24
Bangkok,THB,January,2.4,Hotel,Leisure,Luxury Traveler,adventure,6,4630.8,4903.2,1929.5,2043.0,Bus,6955.55,7364.7,2898.15,3068.62,5919.84,2466.6,17506.19,18187.74
Rome,EUR,March,90.0,Hostel,Pilgrimage,Business Traveler,adventure,13,16329.0,14696.1,181.43,163.29,Bus,8432.0,7588.8,93.69,84.32,6552.63,72.81,31313.63,28837.53
Leh,INR,July,1.0,Airbnb,Leisure,Budget Traveler,"romantic, adventure",10,16204.0,14583.6,16204.0,14583.6,Bus,13748.0,12373.2,13748.0,12373.2,4249.37,4249.37,34201.37,31206.17
Leh,INR,September,1.0,Hostel,Pilgrimage,Luxury Traveler,"solo, cultural, adventure",14,5317.6,5630.4,5317.6,5630.4,Train,5131.45,5433.3,5131.45,5433.3,1469.54,1469.54,11918.59,12533.24
Manali,INR,March,1.0,Resort,Pilgrimage,Family Traveler,romantic,13,15770.0,14193.0,15770.0,14193.0,Train,7910.0,7119.0,7910.0,7119.0,5238.16,5238.16,28918.16,26550.16
Bangkok,THB,March,2.4,Airbnb,Adventure,Luxury Traveler,"romantic, family, cultural",9,5152.0,4636.8,2146.67,1932.0,Train,12802.0,11521.8,5334.17,4800.75,2614.04,1089.18,20568.04,18772.64
Barcelona,EUR,November,90.0,Hotel,Adventure,Budget Traveler,"romantic, adventure",14,19759.0,17783.1,219.54,197.59,Bus,12227.0,11004.3,135.86,122.27,2779.77,30.89,34765.77,31567.17
London,GBP,June,105.0,Resort,Adventure,Family Traveler,"family, romantic, solo",4,7008.0,5256.0,66.74,50.06,Car Rental,7838.4,5878.8,74.65,55.99,6285.48,59.86,21131.88,17420.28
Sydney,AUD,January,55.0,Hotel,Business,Business Traveler,family,5,2922.3,3094.2,53.13,56.26,Flight,6696.3,7090.2,121.75,128.91,4085.07,74.27,13703.67,14269.47
Manali,INR,November,1.0,Resort,Leisure,Budget Traveler,romantic,14,18018.0,16216.2,18018.0,16216.2,Flight,6484.0,5835.6,6484.0,5835.6,2779.61,2779.61,27281.61,24831.41
Rome,EUR,February,90.0,Resort,Adventure,Budget Traveler,"family, romantic, solo",7,12812.05,13565.7,142.36,150.73,Train,4987.8,5281.2,55.42,58.68,3860.22,42.89,21660.07,22707.12
Kerala,INR,November,1.0,Hotel,Pilgrimage,Luxury Traveler,"cultural, family",13,18079.0,16271.1,18079.0,16271.1,Flight,7637.0,6873.3,7637.0,6873.3,1165.21,1165.21,26881.21,24309.61
Bangkok,THB,March,2.4,Hotel,Business,Luxury Traveler,"family, cultural, solo",14,10136.0,9122.4,4223.33,3801.0,Train,7482.0,6733.8,3117.5,2805.75,7144.47,2976.86,24762.47,23000.67
New York,USD,January,83.0,Resort,Adventure,Budget Traveler,solo,13,2472.65,2618.1,29.79,31.54,Bus,7571.8,8017.2,91.23,96.59,2577.3,31.05,12621.75,13212.6
Rishikesh,INR,August,1.0,Airbnb,Business,Backpacker,"romantic, adventure",12,2034.0,1830.6,2034.0,1830.6,Car Rental,4378.0,3940.2,4378.0,3940.2,1270.16,1270.16,7682.16,7040.959999999999
Goa,INR,May,1.0,Resort,Adventure,Family Traveler,solo,4,11902.8,8927.1,11902.8,8927.1,Car Rental,15964.8,11973.6,15964.8,11973.6,2952.64,2952.64,30820.24,23853.34
Rishikesh,INR,August,1.0,Hotel,Pilgrimage,Budget Traveler,romantic,14,12886.0,11597.4,12886.0,11597.4,Train,5574.0,5016.6,5574.0,5016.6,1902.97,1902.97,20362.97,18516.97
Jaipur,INR,April,1.0,Hotel,Adventure,Backpacker,family,13,9216.0,8294.4,9216.0,8294.4,Bus,10778.0,9700.2,10778.0,9700.2,4491.08,4491.08,24485.08,22485.68
London,GBP,February,105.0,Hostel,Business,Business Traveler,"adventure, cultural, family",10,4216.85,4464.9,40.16,42.52,Flight,6403.9,6780.6,60.99,64.58,5419.03,51.61,16039.78,16664.53
Rishikesh,INR,July,1.0,Hostel,Adventure,Luxury Traveler,"romantic, solo",8,4306.0,3875.4,4306.0,3875.4,Bus,6213.0,5591.7,6213.0,5591.7,3645.42,3645.42,14164.42,13112.52
Kerala,INR,March,1.0,Airbnb,Pilgrimage,Business Traveler,cultural,8,5093.0,4583.7,5093.0,4583.7,Train,12181.0,10962.9,12181.0,10962.9,6520.55,6520.55,23794.55,22067.15
Paris,EUR,July,90.0,Hostel,Leisure,Family Traveler,"family, adventure",5,8033.0,7229.7,89.26,80.33,Bus,8756.0,7880.4,97.29,87.56,3001.18,33.35,19790.18,18111.28
Leh,INR,October,1.0,Airbnb,Pilgrimage,Backpacker,"solo, adventure",13,19373.0,17435.7,19373.0,17435.7,Car Rental,5032.0,4528.8,5032.0,4528.8,7004.26,7004.26,31409.26,28968.76
Bangkok,THB,March,2.4,Airbnb,Pilgrimage,Backpacker,family,6,19213.0,17291.7,8005.42,7204.88,Car Rental,8031.0,7227.9,3346.25,3011.62,5748.22,2395.09,32992.22,30267.82
Kerala,INR,February,1.0,Resort,Adventure,Luxury Traveler,"solo, adventure",6,10349.6,10958.4,10349.6,10958.4,Bus,4428.5,4689.0,4428.5,4689.0,3162.99,3162.99,17941.09,18810.39
New York,USD,July,83.0,Hotel,Leisure,Family Traveler,"romantic, cultural, solo",7,16994.0,15294.6,204.75,184.27,Car Rental,3530.0,3177.0,42.53,38.28,4773.08,57.51,25297.08,23244.68
Istanbul,EUR,October,90.0,Resort,Pilgrimage,Business Traveler,"solo, cultural, adventure",6,15831.0,14247.9,175.9,158.31,Car Rental,13050.0,11745.0,145.0,130.5,3713.7,41.26,32594.7,29706.6
